"","task","description","start","finish","duration","duration_hrs","note","category","date"
"231","psi",NA,2018-08-17 10:15:00,2018-08-17 10:19:00,00:03:33,0.0593513,NA,"psi",2018-08-17
"232","psi",NA,2018-08-17 10:19:00,2018-08-17 10:22:00,00:02:52,0.0480023,NA,"psi",2018-08-17
"233","review",NA,2018-08-17 10:51:00,2018-08-17 11:01:00,00:09:22,0.1562551,NA,"psi",2018-08-17
"234","phi",NA,2018-08-17 11:01:00,2018-08-17 11:29:00,00:28:34,0.4762659,NA,"phi",2018-08-17
"235","review",NA,2018-08-17 11:29:00,2018-08-17 11:43:00,00:13:24,0.223545,NA,"psi",2018-08-17
"236","psi",NA,2018-08-17 15:39:00,2018-08-17 16:04:00,00:25:29,0.4249546,NA,"psi",2018-08-17
"237","psi",NA,2018-08-17 16:04:00,2018-08-17 16:11:00,00:06:53,0.1147334,NA,"psi",2018-08-17
"238","phi",NA,2018-08-17 19:49:00,2018-08-17 20:27:00,00:37:57,0.6327775,NA,"phi",2018-08-17
"239","review",NA,2018-08-18 08:52:00,2018-08-18 09:06:00,00:13:24,0.2233575,NA,"psi",2018-08-18
"240","psi",NA,2018-08-18 09:10:00,2018-08-18 09:22:00,00:11:46,0.1963018,NA,"psi",2018-08-18
"241","phi",NA,2018-08-18 09:38:00,2018-08-18 09:50:00,00:11:48,0.1968618,NA,"phi",2018-08-18
"242","psi",NA,2018-08-18 10:36:00,2018-08-18 10:38:00,00:02:09,0.0360791,NA,"psi",2018-08-18
"243","review",NA,2018-08-18 10:38:00,2018-08-18 10:56:00,00:17:18,0.2883353,NA,"psi",2018-08-18
"244","phi",NA,2018-08-18 10:56:00,2018-08-18 11:09:00,00:13:12,0.2201595,NA,"phi",2018-08-18
"245","theta",NA,2018-08-18 11:09:00,2018-08-18 11:21:00,00:11:53,0.1983037,NA,"theta",2018-08-18
"246","review",NA,2018-08-18 11:21:00,2018-08-18 11:22:00,00:01:27,0.0242838,NA,"psi",2018-08-18
"247","phi",NA,2018-08-18 15:50:00,2018-08-18 15:58:00,00:07:50,0.130628,NA,"phi",2018-08-18
"248","psi",NA,2018-08-18 15:58:00,2018-08-18 15:59:00,00:01:03,0.0175289,NA,"psi",2018-08-18
"249","theta",NA,2018-08-18 15:59:00,2018-08-18 16:04:00,00:05:32,0.0923664,NA,"theta",2018-08-18
"250","theta",NA,2018-08-18 16:04:00,2018-08-18 16:14:00,00:09:41,0.1614344,NA,"theta",2018-08-18
"251","review",NA,2018-08-18 16:14:00,2018-08-18 16:18:00,00:04:24,0.0735527,NA,"psi",2018-08-18
"252","phi",NA,2018-08-18 16:18:00,2018-08-18 16:21:00,00:02:26,0.0406124,NA,"phi",2018-08-18
"253","theta",NA,2018-08-18 16:21:00,2018-08-18 16:37:00,00:16:13,0.2705522,NA,"theta",2018-08-18
"254","review",NA,2018-08-18 16:37:00,2018-08-18 16:41:00,00:03:56,0.0656362,NA,"psi",2018-08-18
"255","theta",NA,2018-08-18 16:41:00,2018-08-18 16:44:00,00:02:28,0.0411836,NA,"theta",2018-08-18
"256","phi",NA,2018-08-18 16:44:00,2018-08-18 16:52:00,00:08:04,0.1344764,NA,"phi",2018-08-18
"257","review",NA,2018-08-18 16:52:00,2018-08-18 16:53:00,00:01:32,0.0257958,NA,"psi",2018-08-18
"258","review",NA,2018-08-19 08:43:00,2018-08-19 08:58:00,00:14:38,0.2439415,NA,"psi",2018-08-19
"259","review",NA,2018-08-19 08:58:00,2018-08-19 09:05:00,00:07:35,0.1266653,NA,"psi",2018-08-19
"260","phi",NA,2018-08-19 11:46:00,2018-08-19 12:06:00,00:20:03,0.3342564,NA,"phi",2018-08-19
"261","psi",NA,2018-08-19 12:06:00,2018-08-19 12:19:00,00:13:08,0.2189658,NA,"psi",2018-08-19
"262","phi",NA,2018-08-19 12:24:00,2018-08-19 12:54:00,00:30:18,0.5051113,NA,"phi",2018-08-19
"263","phi",NA,2018-08-19 12:58:00,2018-08-19 13:12:00,00:14:24,0.240275,NA,"phi",2018-08-19
"264","review",NA,2018-08-19 13:12:00,2018-08-19 13:13:00,00:01:01,0.0170028,NA,"psi",2018-08-19
"265","theta",NA,2018-08-19 13:28:00,2018-08-19 13:47:00,00:18:44,0.312476,NA,"theta",2018-08-19
"266","phi",NA,2018-08-19 13:47:00,2018-08-19 13:49:00,00:02:16,0.0377891,NA,"phi",2018-08-19
"267","review",NA,2018-08-19 13:49:00,2018-08-19 13:51:00,00:01:45,0.0293571,NA,"psi",2018-08-19
"268","theta",NA,2018-08-19 13:51:00,2018-08-19 13:54:00,00:02:49,0.0471857,NA,"theta",2018-08-19
"269","review",NA,2018-08-19 13:54:00,2018-08-19 13:55:00,00:01:08,0.019088,NA,"psi",2018-08-19
"270","review",NA,2018-08-19 14:08:00,2018-08-19 14:12:00,00:04:01,0.067212,NA,"psi",2018-08-19
"271","phi",NA,2018-08-19 15:02:00,2018-08-19 15:22:00,00:19:51,0.3310937,NA,"phi",2018-08-19
"272","review",NA,2018-08-20 13:44:00,2018-08-20 13:51:00,00:07:49,0.130377,NA,"psi",2018-08-20
"273","psi",NA,2018-08-20 13:52:00,2018-08-20 14:19:00,00:27:26,0.4574958,NA,"psi",2018-08-20
"274","phi",NA,2018-08-20 14:19:00,2018-08-20 14:30:00,00:11:30,0.1918669,NA,"phi",2018-08-20
"275","theta",NA,2018-08-20 14:31:00,2018-08-20 14:54:00,00:22:38,0.3773647,NA,"theta",2018-08-20
"276","psi",NA,2018-08-20 17:06:00,2018-08-20 17:13:00,00:07:10,0.1195381,NA,"psi",2018-08-20
"277","Blog  crafts",NA,2018-08-20 17:44:00,2018-08-20 18:27:00,00:43:02,0.7174856,NA,"wellness",2018-08-20
"278","review",NA,2018-08-21 07:11:00,2018-08-21 07:21:00,00:09:53,0.1649997,NA,"psi",2018-08-21
"279","psi",NA,2018-08-21 07:21:00,2018-08-21 07:42:00,00:20:59,0.3499892,NA,"psi",2018-08-21
"280","review",NA,2018-08-21 08:19:00,2018-08-21 08:20:00,00:01:17,0.0215646,NA,"psi",2018-08-21
"281","theta",NA,2018-08-21 08:20:00,2018-08-21 08:30:00,00:09:47,0.1632416,NA,"theta",2018-08-21
"282","phi",NA,2018-08-21 11:56:00,2018-08-21 12:17:00,00:21:05,0.3515393,NA,"phi",2018-08-21
"283","review",NA,2018-08-21 12:17:00,2018-08-21 12:21:00,00:03:55,0.0654424,NA,"psi",2018-08-21
"284","theta",NA,2018-08-21 12:21:00,2018-08-21 12:43:00,00:22:34,0.3761229,NA,"theta",2018-08-21
"285","psi",NA,2018-08-21 12:49:00,2018-08-21 12:53:00,00:04:03,0.0675514,NA,"psi",2018-08-21
"286","psi",NA,2018-08-21 15:44:00,2018-08-21 15:47:00,00:02:27,0.0410447,NA,"psi",2018-08-21
"287","theta",NA,2018-08-21 15:51:00,2018-08-21 16:12:00,00:21:23,0.3564513,NA,"theta",2018-08-21
"288","review",NA,2018-08-21 16:14:00,2018-08-21 16:25:00,00:11:23,0.1899115,NA,"psi",2018-08-21
"289","community",NA,2018-08-21 16:25:00,2018-08-21 16:33:00,00:07:45,0.1291995,NA,"psi",2018-08-21
"290","phi",NA,2018-08-21 16:55:00,2018-08-21 17:12:00,00:17:01,0.283708,NA,"phi",2018-08-21
"291","phi",NA,2018-08-21 17:12:00,2018-08-21 17:18:00,00:05:34,0.0928176,NA,"phi",2018-08-21
"292","review",NA,2018-08-21 17:18:00,2018-08-21 17:25:00,00:06:47,0.1132569,NA,"psi",2018-08-21
"293","theta",NA,2018-08-21 17:29:00,2018-08-21 17:36:00,00:06:48,0.1134265,NA,"theta",2018-08-21
"294","review",NA,2018-08-21 17:36:00,2018-08-21 17:37:00,00:01:04,0.0178685,NA,"psi",2018-08-21
"295","theta",NA,2018-08-21 17:37:00,2018-08-21 17:46:00,00:09:07,0.1521988,NA,"theta",2018-08-21
"296","theta",NA,2018-08-21 17:47:00,2018-08-21 18:11:00,00:24:08,0.4023613,NA,"theta",2018-08-21
"297","review",NA,2018-08-21 18:11:00,2018-08-21 18:13:00,00:01:48,0.0302507,NA,"psi",2018-08-21
"298","psi",NA,2018-08-21 18:13:00,2018-08-21 18:36:00,00:23:23,0.3898388,NA,"psi",2018-08-21
"299","review",NA,2018-08-21 18:36:00,2018-08-21 18:47:00,00:10:55,0.1820722,NA,"psi",2018-08-21
"300","theta",NA,2018-08-21 19:01:00,2018-08-21 19:03:00,00:01:40,0.0279158,NA,"theta",2018-08-21
"301","phi",NA,2018-08-21 19:23:00,2018-08-21 19:41:00,00:17:43,0.2955052,NA,"phi",2018-08-21
"302","theta",NA,2018-08-21 20:02:00,2018-08-21 20:23:00,00:20:56,0.3490486,NA,"theta",2018-08-21
"303","psi",NA,2018-08-21 20:24:00,2018-08-21 20:28:00,00:04:01,0.066985,NA,"psi",2018-08-21
"304","review",NA,2018-08-21 20:37:00,2018-08-21 20:38:00,00:01:00,0.0167368,NA,"psi",2018-08-21
"305","phi",NA,2018-08-21 20:53:00,2018-08-21 21:10:00,00:16:18,0.2717463,NA,"phi",2018-08-21
"306","psi",NA,2018-08-21 21:20:00,2018-08-21 21:31:00,00:10:50,0.1807589,NA,"psi",2018-08-21
"307","review",NA,2018-08-22 08:24:00,2018-08-22 08:38:00,00:13:51,0.2309471,NA,"psi",2018-08-22
"308","psi",NA,2018-08-22 08:38:00,2018-08-22 08:58:00,00:20:09,0.3359794,NA,"psi",2018-08-22
"309","phi",NA,2018-08-22 11:30:00,2018-08-22 11:37:00,00:07:09,0.1192909,NA,"phi",2018-08-22
"310","theta",NA,2018-08-22 12:04:00,2018-08-22 12:14:00,00:09:53,0.1649784,NA,"theta",2018-08-22
"311","theta",NA,2018-08-22 12:15:00,2018-08-22 12:36:00,00:20:06,0.3352678,NA,"theta",2018-08-22
"312","theta",NA,2018-08-22 12:43:00,2018-08-22 12:48:00,00:04:59,0.0832472,NA,"theta",2018-08-22
"313","psi",NA,2018-08-22 13:02:00,2018-08-22 13:10:00,00:08:28,0.14117,NA,"psi",2018-08-22
"314","phi",NA,2018-08-22 13:30:00,2018-08-22 13:40:00,00:09:19,0.1554067,NA,"phi",2018-08-22
"315","psi",NA,2018-08-22 13:41:00,2018-08-22 13:44:00,00:02:52,0.0479252,NA,"psi",2018-08-22
"316","theta",NA,2018-08-22 13:44:00,2018-08-22 13:52:00,00:07:44,0.1290712,NA,"theta",2018-08-22
"317","phi",NA,2018-08-22 15:12:00,2018-08-22 15:29:00,00:17:29,0.2914329,NA,"phi",2018-08-22
"318","review",NA,2018-08-22 15:29:00,2018-08-22 15:32:00,00:03:10,0.0529553,NA,"psi",2018-08-22
"319","theta",NA,2018-08-22 15:32:00,2018-08-22 15:51:00,00:19:03,0.3177083,NA,"theta",2018-08-22
"320","review",NA,2018-08-22 16:05:00,2018-08-22 16:06:00,00:01:06,0.0184826,NA,"psi",2018-08-22
"321","phi",NA,2018-08-22 16:06:00,2018-08-22 16:17:00,00:10:31,0.175354,NA,"phi",2018-08-22
"322","review",NA,2018-08-22 16:17:00,2018-08-22 16:19:00,00:02:25,0.0404731,NA,"psi",2018-08-22
"323","theta",NA,2018-08-22 16:44:00,2018-08-22 16:48:00,00:04:25,0.073814,NA,"theta",2018-08-22
"324","review",NA,2018-08-23 09:37:00,2018-08-23 09:50:00,00:13:52,0.2313404,NA,"psi",2018-08-23
"325","phi",NA,2018-08-23 09:50:00,2018-08-23 10:11:00,00:20:23,0.3398481,NA,"phi",2018-08-23
"326","theta",NA,2018-08-23 10:11:00,2018-08-23 10:29:00,00:18:20,0.3056536,NA,"theta",2018-08-23
"327","theta",NA,2018-08-23 10:32:00,2018-08-23 10:35:00,00:02:20,0.0390511,NA,"theta",2018-08-23
"328","psi",NA,2018-08-23 10:35:00,2018-08-23 10:49:00,00:14:25,0.2405439,NA,"psi",2018-08-23
"329","phi",NA,2018-08-23 14:33:00,2018-08-23 14:54:00,00:20:43,0.345304,NA,"phi",2018-08-23
"330","review",NA,2018-08-23 14:54:00,2018-08-23 14:59:00,00:04:55,0.0821497,NA,"psi",2018-08-23
"331","theta",NA,2018-08-23 15:08:00,2018-08-23 15:20:00,00:12:36,0.2101449,NA,"theta",2018-08-23
"332","theta",NA,2018-08-23 16:07:00,2018-08-23 16:20:00,00:12:43,0.2120937,NA,"theta",2018-08-23
"333","theta",NA,2018-08-23 16:21:00,2018-08-23 16:24:00,00:03:17,0.0547506,NA,"theta",2018-08-23
"334","theta",NA,2018-08-23 16:31:00,2018-08-23 16:39:00,00:07:44,0.1289548,NA,"theta",2018-08-23
"335","theta",NA,2018-08-23 16:45:00,2018-08-23 17:06:00,00:20:17,0.3382694,NA,"theta",2018-08-23
"336","theta",NA,2018-08-23 17:11:00,2018-08-23 17:17:00,00:06:02,0.1006375,NA,"theta",2018-08-23
"337","theta",NA,2018-08-23 17:27:00,2018-08-23 17:36:00,00:09:16,0.1546924,NA,"theta",2018-08-23
"338","review",NA,2018-08-25 10:56:00,2018-08-25 11:08:00,00:11:31,0.1919446,NA,"psi",2018-08-25
"339","psi",NA,2018-08-25 11:08:00,2018-08-25 11:21:00,00:13:48,0.2301654,NA,"psi",2018-08-25
"340","theta",NA,2018-08-25 11:52:00,2018-08-25 12:06:00,00:14:27,0.2408794,NA,"theta",2018-08-25
"341","review",NA,2018-08-25 12:07:00,2018-08-25 12:09:00,00:02:01,0.0338115,NA,"psi",2018-08-25
"342","psi",NA,2018-08-25 12:10:00,2018-08-25 12:22:00,00:12:08,0.2024177,NA,"psi",2018-08-25
"343","phi",NA,2018-08-25 12:28:00,2018-08-25 12:32:00,00:03:37,0.060331,NA,"phi",2018-08-25
"344","review",NA,2018-08-25 12:38:00,2018-08-25 12:41:00,00:02:47,0.0465368,NA,"psi",2018-08-25
"345","theta",NA,2018-08-25 12:41:00,2018-08-25 12:43:00,00:01:38,0.0274397,NA,"theta",2018-08-25
"346","phi",NA,2018-08-25 13:24:00,2018-08-25 13:27:00,00:03:25,0.0571266,NA,"phi",2018-08-25
"347","theta",NA,2018-08-25 13:28:00,2018-08-25 13:50:00,00:22:04,0.3680165,NA,"theta",2018-08-25
"348","theta",NA,2018-08-25 13:50:00,2018-08-25 13:56:00,00:06:00,0.1000444,NA,"theta",2018-08-25
"349","review",NA,2018-08-25 13:56:00,2018-08-25 14:00:00,00:03:48,0.0633919,NA,"psi",2018-08-25
"350","theta",NA,2018-08-25 14:00:00,2018-08-25 14:10:00,00:10:43,0.1786896,NA,"theta",2018-08-25
"351","theta",NA,2018-08-25 14:32:00,2018-08-25 14:40:00,00:07:48,0.1302089,NA,"theta",2018-08-25
"352","theta",NA,2018-08-25 16:00:00,2018-08-25 16:19:00,00:18:58,0.3162704,NA,"theta",2018-08-25
"353","psi",NA,2018-08-25 16:20:00,2018-08-25 16:27:00,00:06:59,0.116663,NA,"psi",2018-08-25
"354","psi",NA,2018-08-25 17:13:00,2018-08-25 17:34:00,00:20:08,0.3356196,NA,"psi",2018-08-25
"355","psi",NA,2018-08-25 18:11:00,2018-08-25 18:27:00,00:15:09,0.2525457,NA,"psi",2018-08-25
"356","review",NA,2018-08-25 18:27:00,2018-08-25 18:29:00,00:02:03,0.0343944,NA,"psi",2018-08-25
"357","review",NA,2018-08-25 18:30:00,2018-08-25 18:40:00,00:10:00,0.1669312,NA,"psi",2018-08-25
"358","theta",NA,2018-08-25 18:40:00,2018-08-25 19:00:00,00:20:04,0.3346548,NA,"theta",2018-08-25
"359","review",NA,2018-08-25 19:00:00,2018-08-25 19:01:00,00:01:03,0.017711,NA,"psi",2018-08-25
"360","theta",NA,2018-08-25 19:05:00,2018-08-25 19:17:00,00:12:02,0.2006766,NA,"theta",2018-08-25
"361","theta",NA,2018-08-25 19:29:00,2018-08-25 19:37:00,00:07:10,0.1196323,NA,"theta",2018-08-25
"362","review",NA,2018-08-25 19:37:00,2018-08-25 19:38:00,00:01:31,0.0255035,NA,"psi",2018-08-25
"363","theta",NA,2018-08-25 19:38:00,2018-08-25 19:49:00,00:10:53,0.1816156,NA,"theta",2018-08-25
"364","review",NA,2018-08-26 08:44:00,2018-08-26 08:54:00,00:10:18,0.1719436,NA,"psi",2018-08-26
"365","psi",NA,2018-08-26 08:54:00,2018-08-26 09:12:00,00:17:18,0.2884771,NA,"psi",2018-08-26
"366","phi",NA,2018-08-26 09:13:00,2018-08-26 09:18:00,00:05:21,0.0893002,NA,"phi",2018-08-26
"367","theta",NA,2018-08-26 09:25:00,2018-08-26 10:01:00,00:36:03,0.6008758,NA,"theta",2018-08-26
"368","review",NA,2018-08-26 14:59:00,2018-08-26 15:02:00,00:02:56,0.0491662,NA,"psi",2018-08-26
"369","phi",NA,2018-08-26 18:35:00,2018-08-26 18:53:00,00:17:52,0.297846,NA,"phi",2018-08-26
"370","review",NA,2018-08-26 18:53:00,2018-08-26 18:55:00,00:01:49,0.030338,NA,"psi",2018-08-26
"371","theta",NA,2018-08-26 19:07:00,2018-08-26 19:20:00,00:12:36,0.2100895,NA,"theta",2018-08-26
"372","review",NA,2018-08-26 19:20:00,2018-08-26 19:21:00,00:01:03,0.017518,NA,"psi",2018-08-26
"373","phi",NA,2018-08-26 19:23:00,2018-08-26 19:30:00,00:06:50,0.1139703,NA,"phi",2018-08-26
"374","theta",NA,2018-08-26 19:30:00,2018-08-26 19:36:00,00:05:46,0.0961823,NA,"theta",2018-08-26
"375","phi",NA,2018-08-26 19:36:00,2018-08-26 19:42:00,00:06:13,0.1037266,NA,"phi",2018-08-26
"376","phi",NA,2018-08-26 19:43:00,2018-08-26 20:06:00,00:22:59,0.3833011,NA,"phi",2018-08-26
"377","phi",NA,2018-08-26 20:06:00,2018-08-26 20:10:00,00:03:43,0.062191,NA,"phi",2018-08-26
"378","theta",NA,2018-08-26 20:27:00,2018-08-26 20:31:00,00:03:26,0.0573239,NA,"theta",2018-08-26
"379","theta",NA,2018-08-26 20:31:00,2018-08-26 20:46:00,00:15:20,0.2556605,NA,"theta",2018-08-26
"380","review",NA,2018-08-27 06:58:00,2018-08-27 07:04:00,00:05:49,0.0971829,NA,"psi",2018-08-27
"381","theta",NA,2018-08-27 09:16:00,2018-08-27 09:33:00,00:17:32,0.2922693,NA,"theta",2018-08-27
"382","theta",NA,2018-08-27 10:03:00,2018-08-27 10:25:00,00:21:58,0.3663352,NA,"theta",2018-08-27
"383","psi",NA,2018-08-27 11:34:00,2018-08-27 11:35:00,00:01:30,0.0252679,NA,"psi",2018-08-27
"384","theta",NA,2018-08-27 11:35:00,2018-08-27 11:38:00,00:02:52,0.0480216,NA,"theta",2018-08-27
"385","psi",NA,2018-08-27 11:38:00,2018-08-27 11:42:00,00:03:44,0.0623961,NA,"psi",2018-08-27
"386","theta",NA,2018-08-27 11:42:00,2018-08-27 11:58:00,00:15:46,0.2630089,NA,"theta",2018-08-27
"387","community",NA,2018-08-27 11:58:00,2018-08-27 14:19:00,02:21:28,2.3579538,NA,"psi",2018-08-27
"388","phi",NA,2018-08-27 15:21:00,2018-08-27 15:25:00,00:03:33,0.0593441,NA,"phi",2018-08-27
"389","psi",NA,2018-08-27 15:25:00,2018-08-27 15:29:00,00:04:27,0.0743722,NA,"psi",2018-08-27
"390","phi",NA,2018-08-27 15:29:00,2018-08-27 15:33:00,00:03:39,0.0610029,NA,"phi",2018-08-27
"391","theta",NA,2018-08-27 15:33:00,2018-08-27 15:40:00,00:07:16,0.1211333,NA,"theta",2018-08-27
"392","theta",NA,2018-08-27 15:42:00,2018-08-27 16:10:00,00:28:02,0.4672268,NA,"theta",2018-08-27
"393","review",NA,2018-08-28 07:51:00,2018-08-28 07:56:00,00:04:48,0.0800527,NA,"psi",2018-08-28
"394","psi",NA,2018-08-28 07:56:00,2018-08-28 08:19:00,00:22:39,0.3776707,NA,"psi",2018-08-28
"395","phi",NA,2018-08-28 08:19:00,2018-08-28 08:20:00,00:01:29,0.0247667,NA,"phi",2018-08-28
"396","phi",NA,2018-08-28 08:22:00,2018-08-28 08:30:00,00:08:28,0.1411492,NA,"phi",2018-08-28
"397","theta",NA,2018-08-28 08:30:00,2018-08-28 08:33:00,00:02:39,0.0441939,NA,"theta",2018-08-28
"398","psi",NA,2018-08-28 08:45:00,2018-08-28 09:00:00,00:15:05,0.2515717,NA,"psi",2018-08-28
"399","phi",NA,2018-08-28 09:05:00,2018-08-28 09:23:00,00:18:20,0.305618,NA,"phi",2018-08-28
"400","phi",NA,2018-08-28 14:28:00,2018-08-28 14:38:00,00:09:56,0.165701,NA,"phi",2018-08-28
"401","phi",NA,2018-08-28 14:41:00,2018-08-28 14:46:00,00:05:42,0.0951335,NA,"phi",2018-08-28
"402","phi",NA,2018-08-28 14:50:00,2018-08-28 14:55:00,00:04:45,0.0793151,NA,"phi",2018-08-28
"403","theta",NA,2018-08-28 17:48:00,2018-08-28 18:01:00,00:12:37,0.2104672,NA,"theta",2018-08-28
"404","psi",NA,2018-08-28 18:02:00,2018-08-28 18:16:00,00:14:03,0.2344096,NA,"psi",2018-08-28
"405","phi",NA,2018-08-28 18:16:00,2018-08-28 18:29:00,00:12:41,0.2115033,NA,"phi",2018-08-28
"406","review",NA,2018-08-28 18:31:00,2018-08-28 18:33:00,00:02:01,0.0337549,NA,"psi",2018-08-28
"407","phi",NA,2018-08-28 18:33:00,2018-08-28 18:36:00,00:03:11,0.0533104,NA,"phi",2018-08-28
"408","theta",NA,2018-08-28 18:37:00,2018-08-28 18:57:00,00:20:30,0.3417482,NA,"theta",2018-08-28
"409","review",NA,2018-08-28 18:57:00,2018-08-28 19:01:00,00:03:43,0.0620779,NA,"psi",2018-08-28
"410","phi",NA,2018-08-28 20:20:00,2018-08-28 20:38:00,00:17:48,0.2967116,NA,"phi",2018-08-28
"411","psi",NA,2018-08-29 04:04:00,2018-08-29 04:15:00,00:11:12,0.1867956,NA,"psi",2018-08-29
"412","review",NA,2018-08-29 04:15:00,2018-08-29 04:21:00,00:05:30,0.0917438,NA,"psi",2018-08-29
"413","psi",NA,2018-08-29 04:23:00,2018-08-29 04:28:00,00:05:14,0.0874493,NA,"psi",2018-08-29
"414","phi",NA,2018-08-29 06:16:00,2018-08-29 06:28:00,00:12:46,0.2130407,NA,"phi",2018-08-29
"415","psi",NA,2018-08-29 06:28:00,2018-08-29 06:40:00,00:12:05,0.2014089,NA,"psi",2018-08-29
"416","phi",NA,2018-08-29 06:40:00,2018-08-29 06:49:00,00:08:28,0.1412586,NA,"phi",2018-08-29
"417","psi",NA,2018-08-29 07:06:00,2018-08-29 07:07:00,00:01:24,0.0235961,NA,"psi",2018-08-29
"418","phi",NA,2018-08-29 07:07:00,2018-08-29 07:27:00,00:19:24,0.3235873,NA,"phi",2018-08-29
"419","review",NA,2018-08-29 07:27:00,2018-08-29 07:30:00,00:02:37,0.0438335,NA,"psi",2018-08-29
"420","phi",NA,2018-08-29 07:30:00,2018-08-29 07:36:00,00:05:58,0.0996917,NA,"phi",2018-08-29
"421","psi",NA,2018-08-29 08:12:00,2018-08-29 08:20:00,00:08:25,0.1405036,NA,"psi",2018-08-29
"422","phi",NA,2018-08-29 08:20:00,2018-08-29 08:41:00,00:20:08,0.3356924,NA,"phi",2018-08-29
"423","review",NA,2018-08-29 08:41:00,2018-08-29 08:44:00,00:02:55,0.048756,NA,"psi",2018-08-29
"424","psi",NA,2018-08-29 12:18:00,2018-08-29 12:20:00,00:02:01,0.0337218,NA,"psi",2018-08-29
"425","psi",NA,2018-08-29 12:37:00,2018-08-29 12:38:00,00:01:32,0.0257206,NA,"psi",2018-08-29
"426","psi",NA,2018-08-29 12:43:00,2018-08-29 12:45:00,00:02:52,0.0479017,NA,"psi",2018-08-29
"427","phi",NA,2018-08-29 12:49:00,2018-08-29 13:03:00,00:13:49,0.2303566,NA,"phi",2018-08-29
"428","phi",NA,2018-08-29 13:08:00,2018-08-29 13:16:00,00:08:07,0.135435,NA,"phi",2018-08-29
"429","review",NA,2018-08-29 13:16:00,2018-08-29 13:18:00,00:01:36,0.026792,NA,"psi",2018-08-29
"430","phi",NA,2018-08-29 13:18:00,2018-08-29 13:20:00,00:01:48,0.0302723,NA,"phi",2018-08-29
"431","psi",NA,2018-08-29 13:20:00,2018-08-29 13:38:00,00:18:32,0.3089557,NA,"psi",2018-08-29
"432","phi",NA,2018-08-29 13:39:00,2018-08-29 13:45:00,00:06:14,0.103936,NA,"phi",2018-08-29
"433","review",NA,2018-08-29 13:45:00,2018-08-29 13:47:00,00:01:59,0.0330968,NA,"psi",2018-08-29
"434","psi",NA,2018-08-29 13:47:00,2018-08-29 13:50:00,00:02:55,0.0488077,NA,"psi",2018-08-29
"435","psi",NA,2018-08-29 14:39:00,2018-08-29 14:58:00,00:18:54,0.3150628,NA,"psi",2018-08-29
"436","psi",NA,2018-08-29 15:01:00,2018-08-29 15:14:00,00:12:26,0.2074525,NA,"psi",2018-08-29
"437","review",NA,2018-08-29 15:29:00,2018-08-29 15:31:00,00:02:07,0.0353557,NA,"psi",2018-08-29
"438","phi",NA,2018-08-29 15:45:00,2018-08-29 16:14:00,00:28:18,0.4717795,NA,"phi",2018-08-29
"439","theta",NA,2018-08-30 12:31:00,2018-08-30 12:36:00,00:05:28,0.0913452,NA,"theta",2018-08-30
"440","review",NA,2018-08-30 12:39:00,2018-08-30 12:44:00,00:04:52,0.0812669,NA,"psi",2018-08-30
"441","review",NA,2018-09-01 10:12:00,2018-09-01 10:21:00,00:08:57,0.1492377,NA,"psi",2018-09-01
"442","psi",NA,2018-09-01 10:21:00,2018-09-01 10:31:00,00:10:03,0.1675374,NA,"psi",2018-09-01
"443","psi",NA,2018-09-01 10:32:00,2018-09-01 10:34:00,00:02:45,0.0458811,NA,"psi",2018-09-01
"444","psi",NA,2018-09-01 10:35:00,2018-09-01 10:40:00,00:05:28,0.0913046,NA,"psi",2018-09-01
"445","psi",NA,2018-09-01 10:41:00,2018-09-01 10:48:00,00:06:58,0.1163231,NA,"psi",2018-09-01
"446","review",NA,2018-09-01 10:56:00,2018-09-01 10:58:00,00:02:03,0.0342186,NA,"psi",2018-09-01
"447","phi",NA,2018-09-01 12:25:00,2018-09-01 12:44:00,00:18:32,0.3091253,NA,"phi",2018-09-01
"448","psi",NA,2018-09-01 12:44:00,2018-09-01 12:58:00,00:14:05,0.2349075,NA,"psi",2018-09-01
"449","review",NA,2018-09-01 14:08:00,2018-09-01 14:10:00,00:02:28,0.041289,NA,"psi",2018-09-01
"450","phi",NA,2018-09-01 14:10:00,2018-09-01 14:34:00,00:23:06,0.38517,NA,"phi",2018-09-01
"451","phi",NA,2018-09-01 17:24:00,2018-09-01 17:30:00,00:06:20,0.1056842,NA,"phi",2018-09-01
"452","review",NA,2018-09-01 17:31:00,2018-09-01 17:40:00,00:08:05,0.1348137,NA,"psi",2018-09-01
"453","psi",NA,2018-09-01 17:41:00,2018-09-01 17:54:00,00:12:46,0.2130064,NA,"psi",2018-09-01
"454","phi",NA,2018-09-01 17:54:00,2018-09-01 18:14:00,00:20:04,0.334624,NA,"phi",2018-09-01
"455","review",NA,2018-09-01 18:14:00,2018-09-01 18:16:00,00:02:24,0.0402474,NA,"psi",2018-09-01
"456","review",NA,2018-09-02 07:53:00,2018-09-02 07:59:00,00:06:40,0.1111289,NA,"psi",2018-09-02
"457","psi",NA,2018-09-02 07:59:00,2018-09-02 08:05:00,00:05:30,0.0919421,NA,"psi",2018-09-02
"458","review",NA,2018-09-02 08:05:00,2018-09-02 08:06:00,00:01:05,0.0181429,NA,"psi",2018-09-02
"459","psi",NA,2018-09-02 08:06:00,2018-09-02 08:26:00,00:20:10,0.3362444,NA,"psi",2018-09-02
"460","review",NA,2018-09-02 08:26:00,2018-09-02 08:29:00,00:02:59,0.049868,NA,"psi",2018-09-02
